   300.0000       50.00000       74794.00       28.23300       80.60000    
   5900.000       260.0000       25.00000       76225.00       28.70000    
   106.1000       5780.000       270.0000       45.00000       79005.00    
   43.00000       66.00000       5610.000       265.0000       70.00000    
   79003.00       32.00000       77.00000       5860.000       265.0000    
   20.00000       78002.00       27.00000       113.0000       5860.000    
   305.0000       30.00000       79004.00       37.00000       73.00000    
   5770.000       270.0000       40.00000       79001.00       24.00000    
   83.00000       5920.000       30.00000       10.00000       78006.00    
   27.00000       92.50000       5850.000       245.0000       30.00000    
   79002.00       26.00000       85.00000       5910.000       240.0000    
   20.00000       78005.00       25.00000       90.00000       5900.000    
   240.0000       30.00000       78004.00       25.00000       95.00000    
   5870.000       260.0000       30.00000       78003.00       26.50000    
   107.0000       5840.000       265.0000       40.00000       72722.00    
   46.36700       75.98300       5430.000       255.0000       60.00000    
   72879.00       53.56700       113.5170       5370.000       330.0000    
   30.00000       77001.00       56.00000       120.0000       5410.000    
   330.0000       40.00000       72532.00       40.66700       89.65600    
   5470.000       250.0000       60.00000       72221.00       30.48300    
   86.51700       5820.000       235.0000       50.00000    
